Commune,Population,Taux global de taxe foncière sur les propriétés bâties (TFB),Taux global de taxe foncière sur les propriétés non bâties (TFNB),Taux de cotisation foncière des entreprises (CFE),SECTEUR_CFE_Base,TARIF_M2,BASE,CFE,TFB,ZRC,Taux d'exonération,Total d'impôts à payer,libelle
BOISNE LA TUDE,685,"47,93","87,81","23,8",1,"26,9",3497,"832,29","751,74",1,"10,3","1584,02",59.13B Édition et distribution vidéo
BONNES,383,"45,47","92,18","23,8",2,"73,7",9581,"832,29","2178,24",0,0,"3010,53",59.13B Édition et distribution vidéo
BONNEUIL,259,"41,61","97,34","25,46",1,"26,9",3497,"890,34","652,61",1,"10,3","1542,95",59.13B Édition et distribution vidéo
BORS DE BAIGNES,120,"41,44","90,19","24,81",1,"26,9",3497,"867,61","649,95",1,"10,3","1517,55",59.13B Édition et distribution vidéo
BORS DE MONTMOREAU,249,"49,26","94,26","23,8",1,"26,9",3497,"832,29","772,60",1,"10,3","1604,88",59.13B Édition et distribution vidéo
BOUEX,903,"46,58","113,81","26,53",1,"26,9",3497,"927,75","730,56",1,"10,3","1658,32",59.13B Édition et distribution vidéo
BOURG CHARENTE,909,"39,52","94,6","25,46",2,"73,7",9581,"890,34","1893,21",0,0,"2783,54",59.13B Édition et distribution vidéo
BOUTEVILLE,326,"41,66","102,29","25,46",1,"26,9",3497,"890,34","728,43",0,0,"1618,76",59.13B Édition et distribution vidéo
BOUTIERS SAINT TROJAN,1461,"45,51","98,28","25,46",2,"73,7",9581,"890,34","1955,60",1,"10,3","2845,94",59.13B Édition et distribution vidéo
BRETTES,181,"57,06","110,96","24,62",1,"26,9",3497,"860,96","997,69",0,0,"1858,66",59.13B Édition et distribution vidéo
BREVILLE,466,"43,62",106,"25,46",1,"26,9",3497,"890,34","684,14",1,"10,3","1574,47",59.13B Édition et distribution vidéo
BRIE,4315,"43,57","96,05","26,53",3,"97,8",12714,"927,75","2769,74",0,0,"3697,50",59.13B Édition et distribution vidéo
BRIE SOUS BARBEZIEUX,138,"38,98","126,86","24,81",1,"26,9",3497,"867,61","681,57",0,0,"1549,17",59.13B Édition et distribution vidéo
BRIE-SOUS-CHALAIS,159,"43,24","86,55","23,8",1,"26,9",3497,"832,29","678,18",1,"10,3","1510,46",59.13B Édition et distribution vidéo
BRIGUEUIL,1132,"42,88","133,51","25,46",2,"73,7",9581,"890,34","1842,59",1,"10,3","2732,92",59.13B Édition et distribution vidéo
BRILLAC,627,"46,71","142,49","26,01",1,"26,9",3497,"909,57","816,72",0,0,"1726,29",59.13B Édition et distribution vidéo
BROSSAC,472,"52,68","108,1","24,81",2,"73,7",9581,"867,61","2523,64",0,0,"3391,24",59.13B Édition et distribution vidéo
BUNZAC,475,"42,8","131,14","24,76",1,"26,9",3497,"865,86","748,36",0,0,"1614,22",59.13B Édition et distribution vidéo
CELLEFROUIN,571,"49,36","112,81","25,77",1,"26,9",3497,"901,18","863,06",0,0,"1764,24",59.13B Édition et distribution vidéo
CELLETTES,391,"49,65","111,79","24,9",1,"26,9",3497,"870,75","778,71",1,"10,3","1649,47",59.13B Édition et distribution vidéo
CHABANAIS,1600,"46,38","124,3","25,41",2,"73,7",9581,"888,59","1992,99",1,"10,3","2881,57",59.13B Édition et distribution vidéo
CHABRAC,607,"42,05","110,9","26,76",1,"26,9",3497,"935,80","735,24",0,0,"1671,04",59.13B Édition et distribution vidéo
CHADURIE,521,"38,69","79,18","23,8",1,"26,9",3497,"832,29","606,82",1,"10,3","1439,10",59.13B Édition et distribution vidéo
CHALAIS,1807,"51,95","95,48","23,8",2,"73,7",9581,"832,29","2488,66",0,0,"3320,95",59.13B Édition et distribution vidéo
CHALLIGNAC,341,"38,57","112,76","24,81",1,"26,9",3497,"867,61","674,40",0,0,"1542,00",59.13B Édition et distribution vidéo
CHAMPAGNE MOUTON,887,"44,34","111,74","25,67",1,"26,9",3497,"897,68","695,43",1,"10,3","1593,11",59.13B Édition et distribution vidéo
CHAMPAGNE-VIGNY,247,"45,32","89,72","24,81",2,"73,7",9581,"867,61","2171,05",0,0,"3038,66",59.13B Édition et distribution vidéo
CHAMPMILLON,500,"43,84","86,68","25,46",1,"26,9",3497,"890,34","766,54",0,0,"1656,88",59.13B Édition et distribution vidéo
CHAMPNIERS,5267,"43,93","100,8","26,53",3,"97,8",12714,"927,75","2792,63",0,0,"3720,38",59.13B Édition et distribution vidéo
CHANTILLAC,350,"51,03","85,89","24,81",1,"26,9",3497,"867,61","892,26",0,0,"1759,87",59.13B Édition et distribution vidéo
CHARME,346,"50,77","106,67","27,26",1,"26,9",3497,"953,28","796,28",1,"10,3","1749,56",59.13B Édition et distribution vidéo
CHARRAS,337,"40,36","75,56","24,76",1,"26,9",3497,"865,86","705,69",0,0,"1571,55",59.13B Édition et distribution vidéo
CHASSENEUIL SR BONNIEURE,3355,"48,23","108,9","24,66",1,"26,9",3497,"862,36","843,30",0,0,"1705,66",59.13B Édition et distribution vidéo
CHASSENON,881,"36,73","117,35","25,2",2,"73,7",9581,"881,24","1578,32",1,"10,3","2459,56",59.13B Édition et distribution vidéo
CHASSIECQ,144,"42,47","119,56","22,34",1,"26,9",3497,"781,23","742,59",0,0,"1523,82",59.13B Édition et distribution vidéo
CHASSORS,1143,"44,26","94,06","25,46",1,"26,9",3497,"890,34","773,89",0,0,"1664,22",59.13B Édition et distribution vidéo
CHATEAUBERNARD,3812,"38,06","87,43","25,46",2,"73,7",9581,"890,34","1823,26",0,0,"2713,60",59.13B Édition et distribution vidéo
CHATEAUNEUF SUR CHARENTE,3601,"41,05","98,73","25,46",3,"97,8",12714,"890,34","2340,77",1,"10,3","3231,10",59.13B Édition et distribution vidéo
CHATIGNAC,174,"47,53","113,39","23,8",3,"97,8",12714,"832,29","3021,48",0,0,"3853,77",59.13B Édition et distribution vidéo
CHAZELLES,1613,"45,25","106,59","24,76",1,"26,9",3497,"865,86","791,20",0,0,"1657,05",59.13B Édition et distribution vidéo
CHENON,134,"40,14","91,02","23,66",2,"73,7",9581,"827,39","1922,91",0,0,"2750,30",59.13B Édition et distribution vidéo
CHERVES RICHEMONT,2399,"43,91","102,54","25,46",1,"26,9",3497,"890,34","688,69",1,"10,3","1579,02",59.13B Édition et distribution vidéo
CHERVES-CHATELARS,421,"44,7","141,04","22,16",2,"73,7",9581,"774,94","2141,35",0,0,"2916,29",59.13B Édition et distribution vidéo
CHILLAC,222,"44,11",109,"24,81",1,"26,9",3497,"867,61","691,82",1,"10,3","1559,43",59.13B Édition et distribution vidéo
CHIRAC,781,"41,59","133,31","23,78",1,"26,9",3497,"831,59","652,30",1,"10,3","1483,89",59.13B Édition et distribution vidéo
CLAIX,1070,"60,85","97,73","26,53",1,"26,9",3497,"927,75","1063,96",0,0,"1991,72",59.13B Édition et distribution vidéo
COGNAC,19104,"49,89","122,39","25,46",2,"73,7",9581,"890,34","2143,81",1,"10,3","3034,15",59.13B Édition et distribution vidéo
COMBIERS,128,"43,88","88,42","23,8",4,"103,6",13468,"832,29","2650,53",1,"10,3","3482,81",59.13B Édition et distribution vidéo
CONDAC,479,"51,05","92,48","24,62",1,"26,9",3497,"860,96","800,67",1,"10,3","1661,63",59.13B Édition et distribution vidéo
CONDEON,625,"42,23","102,26","24,81",1,"26,9",3497,"867,61","738,39",0,0,"1606,00",59.13B Édition et distribution vidéo
CONFOLENS,2866,"51,13","134,08","28,32",1,"26,9",3497,"990,35","894,01",0,0,"1884,36",59.13B Édition et distribution vidéo
COTEAUX DU BLANZACAIS,1015,"41,82","75,93","24,81",2,"73,7",9581,"867,61","2003,39",0,0,"2870,99",59.13B Édition et distribution vidéo
COULGENS,540,"55,7","143,17","24,76",1,"26,9",3497,"865,86","973,91",0,0,"1839,77",59.13B Édition et distribution vidéo
COULONGES,132,"48,41","110,94","29,79",1,"26,9",3497,"1041,76","759,26",1,"10,3","1801,02",59.13B Édition et distribution vidéo
COURBILLAC,771,"47,87","106,35","25,1",1,"26,9",3497,"877,75","837,01",0,0,"1714,75",59.13B Édition et distribution vidéo
COURCOME,798,"54,25","113,26","24,62",1,"26,9",3497,"860,96","948,56",0,0,"1809,52",59.13B Édition et distribution vidéo
COURGEAC,181,"38,79","80,62","23,8",1,"26,9",3497,"832,29","678,24",0,0,"1510,53",59.13B Édition et distribution vidéo
COURLAC,59,"43,2","85,05","23,8",1,"26,9",3497,"832,29","677,55",1,"10,3","1509,84",59.13B Édition et distribution vidéo
COUTURE,168,"54,97","110,56","24,62",1,"26,9",3497,"860,96","961,15",0,0,"1822,11",59.13B Édition et distribution vidéo
CRITEUIL LA MAGDELEINE,399,"45,36","102,99","25,46",1,"26,9",3497,"890,34","711,43",1,"10,3","1601,76",59.13B Édition et distribution vidéo
CURAC,123,"39,61","79,4","23,8",1,"26,9",3497,"832,29","621,25",1,"10,3","1453,53",59.13B Édition et distribution vidéo
DEVIAT,138,"48,56","88,66","23,8",1,"26,9",3497,"832,29","849,07",0,0,"1681,36",59.13B Édition et distribution vidéo
DIGNAC,1370,"49,5","109,95","26,53",2,"73,7",9581,"927,75","2127,05",1,"10,3","3054,81",59.13B Édition et distribution vidéo
DIRAC,1541,"49,45","105,9","26,53",1,"26,9",3497,"927,75","775,58",1,"10,3","1703,33",59.13B Édition et distribution vidéo
DOUZAT,453,"43,55","97,61","25,1",1,"26,9",3497,"877,75","683,04",1,"10,3","1560,79",59.13B Édition et distribution vidéo
EBREON,144,"40,09","106,57","26,73",1,"26,9",3497,"934,75","628,77",1,"10,3","1563,52",59.13B Édition et distribution vidéo
ECHALLAT,498,"44,95","95,99","25,1",1,"26,9",3497,"877,75","785,95",0,0,"1663,70",59.13B Édition et distribution vidéo
ECURAS,579,"38,6","115,14","24,76",1,"26,9",3497,"865,86","674,92",0,0,"1540,78",59.13B Édition et distribution vidéo
EDON,266,"51,65","97,11","23,8",1,"26,9",3497,"832,29","903,10",0,0,"1735,39",59.13B Édition et distribution vidéo
EMPURE,98,"62,22","122,64","24,62",1,"26,9",3497,"860,96","975,86",1,"10,3","1836,82",59.13B Édition et distribution vidéo
EPENEDE,180,"46,21","135,06","30,44",1,"26,9",3497,"1064,49","807,98",0,0,"1872,47",59.13B Édition et distribution vidéo
ESSE,504,"38,83","140,26","27,81",1,"26,9",3497,"972,52","609,01",1,"10,3","1581,53",59.13B Édition et distribution vidéo
ETAGNAC,999,"37,76","104,34","21,61",1,"26,9",3497,"755,70","660,23",0,0,"1415,94",59.13B Édition et distribution vidéo
ETRIAC,201,"35,23","80,88","24,81",1,"26,9",3497,"867,61","552,55",1,"10,3","1420,15",59.13B Édition et distribution vidéo
EXIDEUIL SUR VIENNE,1041,"43,51","117,36","25,28",1,"26,9",3497,"884,04","682,41",1,"10,3","1566,45",59.13B Édition et distribution vidéo
EYMOUTHIERS,318,"35,41","109,71","24,76",1,"26,9",3497,"865,86","555,37",1,"10,3","1421,23",59.13B Édition et distribution vidéo
FEUILLADE,318,"38,97","94,66","24,76",1,"26,9",3497,"865,86","611,21",1,"10,3","1477,06",59.13B Édition et distribution vidéo
FLEAC,3923,"55,94","115,64","26,53",3,"97,8",12714,"927,75","3556,11",0,0,"4483,86",59.13B Édition et distribution vidéo
FLEURAC,241,"46,63","94,94","25,46",1,"26,9",3497,"890,34","815,33",0,0,"1705,66",59.13B Édition et distribution vidéo
FONTCLAIREAU,453,"46,97","115,41","27,8",1,"26,9",3497,"972,17","821,27",0,0,"1793,44",59.13B Édition et distribution vidéo
FONTENILLE,333,"42,65","99,94","22,02",1,"26,9",3497,"770,04","668,92",1,"10,3","1438,96",59.13B Édition et distribution vidéo
FOUQUEBRUNE,717,"50,07","74,83","23,8",1,"26,9",3497,"832,29","875,47",0,0,"1707,76",59.13B Édition et distribution vidéo
FOUQUEURE,427,"48,44","114,46","24,27",1,"26,9",3497,"848,72","846,97",0,0,"1695,70",59.13B Édition et distribution vidéo
FOUSSIGNAC,658,"38,4","79,42","25,46",2,"73,7",9581,"890,34","1839,55",0,0,"2729,89",59.13B Édition et distribution vidéo
GARAT,2143,"47,72","110,99","26,53",2,"73,7",9581,"927,75","2050,57",1,"10,3","2978,32",59.13B Édition et distribution vidéo
GARDES LE PONTAROUX,270,"48,24","106,45","23,8",1,"26,9",3497,"832,29","756,60",1,"10,3","1588,88",59.13B Édition et distribution vidéo
GENAC-BIGNAC,1025,"47,95","100,39","25,1",1,"26,9",3497,"877,75","752,05",1,"10,3","1629,80",59.13B Édition et distribution vidéo
GENSAC LA PALLUE,1637,"44,6","98,36","25,46",3,"97,8",12714,"890,34","2543,19",1,"10,3","3433,53",59.13B Édition et distribution vidéo
GENTE,907,"39,46","93,81","25,46",3,"97,8",12714,"890,34","2508,47",0,0,"3398,81",59.13B Édition et distribution vidéo
GIMEUX,739,"42,89","97,13","25,46",1,"26,9",3497,"890,34","672,69",1,"10,3","1563,02",59.13B Édition et distribution vidéo
GRASSAC,313,"33,71","86,04","24,76",3,"97,8",12714,"865,86","2142,94",0,0,"3008,80",59.13B Édition et distribution vidéo
GRAVES SAINT AMANT,341,"37,64","97,03","25,46",2,"73,7",9581,"890,34","1803,14",0,0,"2693,48",59.13B Édition et distribution vidéo
GUIMPS,489,"42,52","106,69","24,81",1,"26,9",3497,"867,61","743,46",0,0,"1611,07",59.13B Édition et distribution vidéo
GUIZENGEARD,168,"42,17","100,27","24,81",1,"26,9",3497,"867,61","737,34",0,0,"1604,95",59.13B Édition et distribution vidéo
GURAT,182,"42,23","94,64","23,8",1,"26,9",3497,"832,29","738,39",0,0,"1570,68",59.13B Édition et distribution vidéo
HIERSAC,1166,"43,35","102,27","25,46",1,"26,9",3497,"890,34","757,97",0,0,"1648,31",59.13B Édition et distribution vidéo
HIESSE,245,"36,93","128,04","32,76",1,"26,9",3497,"1145,62","645,72",0,0,"1791,34",59.13B Édition et distribution vidéo
HOULETTE,371,"44,42","107,2","25,46",2,"73,7",9581,"890,34","2127,94",0,0,"3018,28",59.13B Édition et distribution vidéo
JARNAC,4568,"43,88","97,37","25,46",1,"26,9",3497,"890,34","767,24",0,0,"1657,58",59.13B Édition et distribution vidéo
JAULDES,821,"52,03","108,39","26,53",2,"73,7",9581,"927,75","2235,77",1,"10,3","3163,52",59.13B Édition et distribution vidéo
JAVREZAC,571,"36,02","92,01","25,46",3,"97,8",12714,"890,34","2053,94",1,"10,3","2944,28",59.13B Édition et distribution vidéo
JUIGNAC,401,"40,12","81,53","23,8",1,"26,9",3497,"832,29","701,50",0,0,"1533,78",59.13B Édition et distribution vidéo
JUILLAC LE COQ,664,"40,97","91,77","25,46",2,"73,7",9581,"890,34","1760,51",1,"10,3","2650,85",59.13B Édition et distribution vidéo
JUILLE,184,"39,46","100,47","24,73",1,"26,9",3497,"864,81","618,89",1,"10,3","1483,70",59.13B Édition et distribution vidéo
JULIENNE,522,"47,21","101,84","25,46",2,"73,7",9581,"890,34","2261,60",0,0,"3151,93",59.13B Édition et distribution vidéo
L'ISLE D'ESPAGNAC,5779,"53,63","94,11","26,53",1,"26,9",3497,"927,75","937,72",0,0,"1865,47",59.13B Édition et distribution vidéo
LA CHAPELLE,220,"50,44","114,78","26,39",2,"73,7",9581,"922,86","2167,45",1,"10,3","3090,30",59.13B Édition et distribution vidéo
LA CHEVRERIE,143,"54,38","106,89","24,62",2,"73,7",9581,"860,96","2605,07",0,0,"3466,04",59.13B Édition et distribution vidéo
LA COURONNE,8024,"53,61","98,01","26,53",3,"97,8",12714,"927,75","3407,99",0,0,"4335,74",59.13B Édition et distribution vidéo
LA FAYE,584,"54,05","97,83","24,62",1,"26,9",3497,"860,96","945,06",0,0,"1806,03",59.13B Édition et distribution vidéo
LA FORET DE TESSE,204,"49,93","96,03","24,62",1,"26,9",3497,"860,96","873,03",0,0,"1733,99",59.13B Édition et distribution vidéo
LA MAGDELEINE,117,"47,78","85,95","24,62",3,"97,8",12714,"860,96","3037,37",0,0,"3898,34",59.13B Édition et distribution vidéo
LA ROCHEFOUCAULD-EN-ANGOUMOIS,4136,"47,81","113,39","24,76",2,"73,7",9581,"865,86","2054,43",1,"10,3","2920,29",59.13B Édition et distribution vidéo
LA ROCHETTE,545,"57,84","154,19","24,76",1,"26,9",3497,"865,86","1011,33",0,0,"1877,19",59.13B Édition et distribution vidéo
LA TACHE,116,"44,91","113,5","26,41",1,"26,9",3497,"923,56","704,37",1,"10,3","1627,93",59.13B Édition et distribution vidéo
LACHAISE,312,"39,51","93,28","24,81",3,"97,8",12714,"867,61","2511,65",0,0,"3379,26",59.13B Édition et distribution vidéo
LADIVILLE,120,"37,87","95,98","24,81",1,"26,9",3497,"867,61","662,16",0,0,"1529,76",59.13B Édition et distribution vidéo
LAGARDE SUR LE NE,191,"42,37","108,16","24,81",1,"26,9",3497,"867,61","664,53",1,"10,3","1532,14",59.13B Édition et distribution vidéo
LAPRADE,253,"47,3","86,24","23,8",1,"26,9",3497,"832,29","741,86",1,"10,3","1574,14",59.13B Édition et distribution vidéo
LE BOUCHAGE,176,"39,27","112,81","27,15",1,"26,9",3497,"949,44","615,91",1,"10,3","1565,35",59.13B Édition et distribution vidéo
LE GOND PONTOUVRE,6234,"54,46","98,9","26,53",1,"26,9",3497,"927,75","854,15",1,"10,3","1781,91",59.13B Édition et distribution vidéo
LE GRAND MADIEU,165,"50,65","153,61","31,72",1,"26,9",3497,"1109,25","885,62",0,0,"1994,86",59.13B Édition et distribution vidéo
LE LINDOIS,345,"46,53","162,84","31,42",1,"26,9",3497,"1098,76","813,58",0,0,"1912,33",59.13B Édition et distribution vidéo
LE TATRE,413,"42,8","101,96","24,81",1,"26,9",3497,"867,61","671,28",1,"10,3","1538,88",59.13B Édition et distribution vidéo
LE VIEUX CERIER,130,40,"115,72","29,4",1,"26,9",3497,"1028,12","627,36",1,"10,3","1655,48",59.13B Édition et distribution vidéo
LES ADJOTS,531,"50,45","96,06","24,62",1,"26,9",3497,"860,96","791,26",1,"10,3","1652,22",59.13B Édition et distribution vidéo
LES ESSARDS,193,"46,88","89,37","23,8",1,"26,9",3497,"832,29","735,27",1,"10,3","1567,55",59.13B Édition et distribution vidéo
LES GOURS,111,"41,07","99,04","22,06",1,"26,9",3497,"771,44","718,11",0,0,"1489,55",59.13B Édition et distribution vidéo
LES METAIRIES,731,"45,04","86,43","25,46",1,"26,9",3497,"890,34","706,41",1,"10,3","1596,75",59.13B Édition et distribution vidéo
LES PINS,484,"45,14","118,42","30,95",1,"26,9",3497,"1082,32","707,98",1,"10,3","1790,30",59.13B Édition et distribution vidéo
LESIGNAC-DURAND,182,"45,19","144,12","30,99",1,"26,9",3497,"1083,72","708,76",1,"10,3","1792,48",59.13B Édition et distribution vidéo
LESSAC,534,"51,04","135,93","27,88",1,"26,9",3497,"974,96","800,51",1,"10,3","1775,48",59.13B Édition et distribution vidéo
LESTERPS,466,"47,15","138,8","32,48",1,"26,9",3497,"1135,83","824,42",0,0,"1960,24",59.13B Édition et distribution vidéo
LICHERES,88,"49,37","119,02","27,55",1,"26,9",3497,"963,42","863,23",0,0,"1826,66",59.13B Édition et distribution vidéo
LIGNE,159,"42,27","110,1","28,52",1,"26,9",3497,"997,34","662,96",1,"10,3","1660,31",59.13B Édition et distribution vidéo
LIGNIERES-AMBLEVILLE,740,"42,45","98,82","25,46",1,"26,9",3497,"890,34","665,79",1,"10,3","1556,12",59.13B Édition et distribution vidéo
LINARS,2139,"55,07","113,22","26,53",1,"26,9",3497,"927,75","863,72",1,"10,3","1791,47",59.13B Édition et distribution vidéo
LONDIGNY,260,"53,36","97,85","24,62",3,"97,8",12714,"860,96","3042,71",1,"10,3","3903,67",59.13B Édition et distribution vidéo
LONGRE,192,"57,51","102,62","24,62",1,"26,9",3497,"860,96","1005,56",0,0,"1866,52",59.13B Édition et distribution vidéo
LONNES,182,"47,67","114,51","25,84",1,"26,9",3497,"903,62","833,51",0,0,"1737,13",59.13B Édition et distribution vidéo
LOUZAC-SAINT-ANDRE,1008,"37,52","88,7","25,46",1,"26,9",3497,"890,34","656,04",0,0,"1546,37",59.13B Édition et distribution vidéo
LUPSAULT,105,"49,24","116,84","26,2",2,"73,7",9581,"916,21","2358,84",0,0,"3275,06",59.13B Édition et distribution vidéo
LUSSAC,302,"48,49","134,39","36,96",1,"26,9",3497,"1292,49","847,85",0,0,"2140,34",59.13B Édition et distribution vidéo
LUXE,732,"50,89","104,28","23,82",1,"26,9",3497,"832,99","798,16",1,"10,3","1631,15",59.13B Édition et distribution vidéo
MAGNAC-LAVALETTE-VILLARS,450,"40,43","66,17","23,8",1,"26,9",3497,"832,29","706,92",0,0,"1539,20",59.13B Édition et distribution vidéo
MAGNAC-SUR-TOUVRE,3292,"53,62","99,91","26,53",1,"26,9",3497,"927,75","937,55",0,0,"1865,30",59.13B Édition et distribution vidéo
MAINE-DE-BOIXE,486,"52,42","120,43","24,83",3,"97,8",12714,"868,31","2989,11",1,"10,3","3857,41",59.13B Édition et distribution vidéo
MAINXE-GONDEVILLE,1190,"39,61","92,91","25,46",2,"73,7",9581,"890,34","1897,52",0,0,"2787,85",59.13B Édition et distribution vidéo
MAINZAC,115,"40,6","99,38","24,76",2,"73,7",9581,"865,86","1944,94",0,0,"2810,80",59.13B Édition et distribution vidéo
MANOT,545,"41,89","149,72","31,25",1,"26,9",3497,"1092,81","732,45",0,0,"1825,26",59.13B Édition et distribution vidéo
MANSLE,1709,"51,35","116,31","25,79",1,"26,9",3497,"901,88","897,85",0,0,"1799,73",59.13B Édition et distribution vidéo
MARCILLAC-LANVILLE,501,"48,24","100,21","25,1",2,"73,7",9581,"877,75","2072,91",1,"10,3","2950,66",59.13B Édition et distribution vidéo
MAREUIL,402,"47,7","109,42","25,1",1,"26,9",3497,"877,75","748,13",1,"10,3","1625,88",59.13B Édition et distribution vidéo
MARILLAC-LE-FRANC,833,"45,57","120,68","24,76",1,"26,9",3497,"865,86","796,79",0,0,"1662,65",59.13B Édition et distribution vidéo
MARSAC,827,"47,93","102,05","26,53",1,"26,9",3497,"927,75","838,06",0,0,"1765,81",59.13B Édition et distribution vidéo
MARTHON,568,"44,13","84,25","24,76",1,"26,9",3497,"865,86","771,61",0,0,"1637,47",59.13B Édition et distribution vidéo
MASSIGNAC,397,"48,7","152,27","32,91",2,"73,7",9581,"1150,86","2332,97",0,0,"3483,84",59.13B Édition et distribution vidéo
MAZEROLLES,300,"45,93","151,9","26,76",1,"26,9",3497,"935,80","720,37",1,"10,3","1656,17",59.13B Édition et distribution vidéo
MEDILLAC,160,"51,39","96,22","23,8",1,"26,9",3497,"832,29","806,00",1,"10,3","1638,29",59.13B Édition et distribution vidéo
MERIGNAC,857,"46,71","94,33","25,46",1,"26,9",3497,"890,34","816,72",0,0,"1707,06",59.13B Édition et distribution vidéo
MERPINS,1125,"33,2","84,51","25,46",2,"73,7",9581,"890,34","1426,63",1,"10,3","2316,97",59.13B Édition et distribution vidéo
MESNAC,421,"46,63","112,04","25,46",3,"97,8",12714,"890,34","2964,27",0,0,"3854,61",59.13B Édition et distribution vidéo
MONS,242,"37,13","101,24","25,1",2,"73,7",9581,"877,75","1778,71",0,0,"2656,46",59.13B Édition et distribution vidéo
MONTBOYER,335,"43,43","81,64","23,8",2,"73,7",9581,"832,29","1866,22",1,"10,3","2698,51",59.13B Édition et distribution vidéo
